"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Species.Code","Common.Name","Confidence","study_area","site","round","ARU","Date","Time","Date_time","Observer","Detections","Comments","COMMENTS","Detection","NA.","DETECTIONS","CommentsS","Columns","Commnets","Detectoins","FSelection","Delta.Time..s.","Delta.Freq..Hz.","Avg.Power.Density..dB.FS.Hz.","Comments.1","Coments","Comments.1.Spectrogram.1.1.2217.000000000.2220.000000000.150.000.12000.000.leabit.Least.Bittern.0.4385.0.RWBL.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.leabit.Least.Bittern.0.5114.0.RWBL..Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections.Comments","Detections.Comments.1.Spectrogram.1.1.1101.000000000.1104.000000000.150.000.12000.000.pibgre.Pied.billed.Grebe.0.4530.0.FROG.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.y00475.American.Coot.0.5864.0..3.Spectrogram.1.1.900.000000000.903.000000000.150.000.12000.000.leabit.Least.Bittern.0.6202.0...Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections","Detectios","Day","day_standardized","recording_day"
"10982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-22,"193202","2023-05-22 19:32:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"10983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-22,"203202","2023-05-22 20:32:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"10984","1","Spectrogram 1","1","2271","2274","150","12000","leabit","Least Bittern","0.4323","Cross Creeks","B1","R3","S4-3",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"CANG*",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10985","2","Spectrogram 1","1","2559","2562","150","12000","leabit","Least Bittern","0.4211","Cross Creeks","B1","R3","S4-3",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10986","3","Spectrogram 1","1","2953.520420827","2958","150","12000","leabit","Least Bittern","0.4422","Cross Creeks","B1","R3","S4-3",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"I believe a woodpecker?",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10987","4","Spectrogram 1","1","3426","3429","150","12000","leabit","Least Bittern","0.4612","Cross Creeks","B1","R3","S4-3",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10988","1","Spectrogram 1","1","1095","1098","150","12000","leabit","Least Bittern","0.4014","Cross Creeks","B1","R3","S4-3",2023-05-23,"061802","2023-05-23 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10989","2","Spectrogram 1","1","157.911714881","162","150","12000","leabit","Least Bittern","0.4101","Cross Creeks","B1","R3","S4-3",2023-05-23,"061802","2023-05-23 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10990","3","Spectrogram 1","1","3489","3492","150","12000","kinrai4","King Rail","0.4797","Cross Creeks","B1","R3","S4-3",2023-05-23,"061802","2023-05-23 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10991","4","Spectrogram 1","1","54","57","150","12000","leabit","Least Bittern","0.5378","Cross Creeks","B1","R3","S4-3",2023-05-23,"061802","2023-05-23 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10992","1","Spectrogram 1","1","429","438.038594302","150","12000","kinrai4","King Rail","0.405","Cross Creeks","B1","R3","S4-3",2023-05-23,"071802","2023-05-23 07:18:02","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10993","2","Spectrogram 1","1","897","900","150","12000","leabit","Least Bittern","0.5111","Cross Creeks","B1","R3","S4-3",2023-05-23,"071802","2023-05-23 07:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10994","1","Spectrogram 1","1","957","960","150","12000","leabit","Least Bittern","0.4175","Cross Creeks","B1","R3","S4-3",2023-05-23,"081802","2023-05-23 08:18:02","KA",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10995","1","Spectrogram 1","1","2049","2055.476163548","150","12000","leabit","Least Bittern","0.4999","Cross Creeks","B1","R3","S4-3",2023-05-23,"163331","2023-05-23 16:33:31","KA",NA,NA,"FROG",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-23,"173331","2023-05-23 17:33:31","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10997","1","Spectrogram 1","1","1047","1050","150","12000","leabit","Least Bittern","0.4439","Cross Creeks","B1","R3","S4-3",2023-05-23,"191758","2023-05-23 19:17:58","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10998","2","Spectrogram 1","1","2682","2685","150","12000","kinrai4","King Rail","0.5261","Cross Creeks","B1","R3","S4-3",2023-05-23,"191758","2023-05-23 19:17:58","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"10999","3","Spectrogram 1","1","2982.868844654","2997","150","12000","comgal1","Common Gallinule","0.5426","Cross Creeks","B1","R3","S4-3",2023-05-23,"191758","2023-05-23 19:17:58","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11000","4","Spectrogram 1","1","843","846","150","12000","leabit","Least Bittern","0.4242","Cross Creeks","B1","R3","S4-3",2023-05-23,"191758","2023-05-23 19:17:58","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-23,"201758","2023-05-23 20:17:58","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11002","1","Spectrogram 1","1","1347","1350","150","12000","leabit","Least Bittern","0.4083","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11003","2","Spectrogram 1","1","1524","1527","150","12000","leabit","Least Bittern","0.4218","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"Not sure",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11004","3","Spectrogram 1","1","1596","1599","150","12000","leabit","Least Bittern","0.4279","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11005","4","Spectrogram 1","1","2262","2265","150","12000","leabit","Least Bittern","0.4582","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11006","5","Spectrogram 1","1","2628","2631","150","12000","leabit","Least Bittern","0.5769","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"something in the water",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11007","6","Spectrogram 1","1","3513","3516","150","12000","leabit","Least Bittern","0.4416","Cross Creeks","B1","R3","S4-3",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"Not sure",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11008","1","Spectrogram 1","1","3285","3288","150","12000","kinrai4","King Rail","0.4082","Cross Creeks","B1","R3","S4-3",2023-05-24,"065758","2023-05-24 06:57:58","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11009","2","Spectrogram 1","1","63","66","150","12000","kinrai4","King Rail","0.451","Cross Creeks","B1","R3","S4-3",2023-05-24,"065758","2023-05-24 06:57:58","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11010","1","Spectrogram 1","1","3012","3015","150","12000","leabit","Least Bittern","0.4477","Cross Creeks","B1","R3","S4-3",2023-05-24,"075758","2023-05-24 07:57:58","KA",NA,NA,"I believe I hear a CANG*",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11011","1","Spectrogram 1","1","2007","2010","150","12000","leabit","Least Bittern","0.4904","Cross Creeks","B1","R3","S4-3",2023-05-24,"170318","2023-05-24 17:03:18","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11012","2","Spectrogram 1","1","2526","2529","150","12000","pibgre","Pied-billed Grebe","0.4287","Cross Creeks","B1","R3","S4-3",2023-05-24,"170318","2023-05-24 17:03:18","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-24,"180317","2023-05-24 18:03:17","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11014","1","Spectrogram 1","1","1602","1605","150","12000","kinrai4","King Rail","0.5625","Cross Creeks","B1","R3","S4-3",2023-05-24,"190317","2023-05-24 19:03:17","KABirdNET",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11015","2","Spectrogram 1","1","2974.758438523","2992.321759289","150","12000","leabit","Least Bittern","0.5111","Cross Creeks","B1","R3","S4-3",2023-05-24,"190317","2023-05-24 19:03:17","KABirdNET",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","B1","R3","S4-3",2023-05-24,"200317","2023-05-24 20:03:17","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11017","1","Spectrogram 1","1","1653","1656","150","12000","kinrai4","King Rail","0.4819","Cross Creeks","B1","R3","S4-3",2023-05-25,"051700","2023-05-25 05:17:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"11018","2","Spectrogram 1","1","3324","3327","150","12000","leabit","Least Bittern","0.5387","Cross Creeks","B1","R3","S4-3",2023-05-25,"051700","2023-05-25 05:17:00","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"11019","3","Spectrogram 1","1","3369","3372","150","12000","leabit","Least Bittern","0.4536","Cross Creeks","B1","R3","S4-3",2023-05-25,"051700","2023-05-25 05:17:00","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5
"11020","1","Spectrogram 1","1","1494","1497","150","12000","leabit","Least Bittern","0.6468","Cross Creeks","C1","R3","SM4-9",2023-05-21,"052000","2023-05-21 05:20:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11021","2","Spectrogram 1","1","1938","1941","150","12000","leabit","Least Bittern","0.4027","Cross Creeks","C1","R3","SM4-9",2023-05-21,"052000","2023-05-21 05:20:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11022","3","Spectrogram 1","1","3045","3048","150","12000","leabit","Least Bittern","0.4376","Cross Creeks","C1","R3","SM4-9",2023-05-21,"052000","2023-05-21 05:20:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11023","1","Spectrogram 1","1","1050","1053","150","12000","leabit","Least Bittern","0.5566","Cross Creeks","C1","R3","SM4-9",2023-05-21,"062002","2023-05-21 06:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11024","2","Spectrogram 1","1","1062","1065","150","12000","leabit","Least Bittern","0.5561","Cross Creeks","C1","R3","SM4-9",2023-05-21,"062002","2023-05-21 06:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11025","3","Spectrogram 1","1","2208","2211","150","12000","leabit","Least Bittern","0.4503","Cross Creeks","C1","R3","SM4-9",2023-05-21,"062002","2023-05-21 06:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11026","4","Spectrogram 1","1","3450","3453","150","12000","leabit","Least Bittern","0.4247","Cross Creeks","C1","R3","SM4-9",2023-05-21,"062002","2023-05-21 06:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11027","5","Spectrogram 1","1","687","690","150","12000","kinrai4","King Rail","0.4886","Cross Creeks","C1","R3","SM4-9",2023-05-21,"062002","2023-05-21 06:20:02","KA",NA,NA,"Frog & RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11028","1","Spectrogram 1","1","1452","1455","150","12000","leabit","Least Bittern","0.543","Cross Creeks","C1","R3","SM4-9",2023-05-21,"072002","2023-05-21 07:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11029","2","Spectrogram 1","1","996","999","150","12000","leabit","Least Bittern","0.4477","Cross Creeks","C1","R3","SM4-9",2023-05-21,"072002","2023-05-21 07:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11030","3","Spectrogram 1","1","999","1002","150","12000","leabit","Least Bittern","0.5521","Cross Creeks","C1","R3","SM4-9",2023-05-21,"072002","2023-05-21 07:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11031","1","Spectrogram 1","1","657","660","150","12000","leabit","Least Bittern","0.4412","Cross Creeks","C1","R3","SM4-9",2023-05-21,"082002","2023-05-21 08:20:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11032","1","Spectrogram 1","1","1806","1809","150","12000","leabit","Least Bittern","0.5275","Cross Creeks","C1","R3","SM4-9",2023-05-21,"163100","2023-05-21 16:31:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-21,"173102","2023-05-21 17:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-21,"183102","2023-05-21 18:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-21,"193102","2023-05-21 19:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-21,"203102","2023-05-21 20:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"11037","1","Spectrogram 1","1","1887","1890","150","12000","leabit","Least Bittern","0.4213","Cross Creeks","C1","R3","SM4-9",2023-05-22,"051900","2023-05-22 05:19:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11038","2","Spectrogram 1","1","2292","2295","150","12000","leabit","Least Bittern","0.4636","Cross Creeks","C1","R3","SM4-9",2023-05-22,"051900","2023-05-22 05:19:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11039","1","Spectrogram 1","1","1056","1059","150","12000","leabit","Least Bittern","0.6083","Cross Creeks","C1","R3","SM4-9",2023-05-22,"061902","2023-05-22 06:19:02","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11040","1","Spectrogram 1","1","21","24","150","12000","leabit","Least Bittern","0.4241","Cross Creeks","C1","R3","SM4-9",2023-05-22,"071902","2023-05-22 07:19:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11041","2","Spectrogram 1","1","3549","3552","150","12000","leabit","Least Bittern","0.5288","Cross Creeks","C1","R3","SM4-9",2023-05-22,"071902","2023-05-22 07:19:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11042","3","Spectrogram 1","1","42","45.144544079","150","12000","leabit","Least Bittern","0.5948","Cross Creeks","C1","R3","SM4-9",2023-05-22,"071902","2023-05-22 07:19:02","KA",NA,NA,"RWBL & frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-22,"081902","2023-05-22 08:19:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-22,"163100","2023-05-22 16:31:00","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-22,"173102","2023-05-22 17:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11046","1","Spectrogram 1","1","1713","1716","150","12000","leabit","Least Bittern","0.4083","Cross Creeks","C1","R3","SM4-9",2023-05-22,"183102","2023-05-22 18:31:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11047","2","Spectrogram 1","1","1947","1950","150","12000","leabit","Least Bittern","0.4808","Cross Creeks","C1","R3","SM4-9",2023-05-22,"183102","2023-05-22 18:31:02","KA",NA,NA,"frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-22,"193102","2023-05-22 19:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-22,"203102","2023-05-22 20:31:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
"11050","1","Spectrogram 1","1","3246","3249","150","12000","leabit","Least Bittern","0.4841","Cross Creeks","C1","R3","SM4-9",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11051","2","Spectrogram 1","1","3318","3321","150","12000","leabit","Least Bittern","0.5712","Cross Creeks","C1","R3","SM4-9",2023-05-23,"051800","2023-05-23 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-23,"061802","2023-05-23 06:18:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-23,"071802","2023-05-23 07:18:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11054","1","Spectrogram 1","1","1056","1059","150","12000","leabit","Least Bittern","0.4035","Cross Creeks","C1","R3","SM4-9",2023-05-23,"081802","2023-05-23 08:18:02","KA",NA,NA,"too far away to tell",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11055","1","Spectrogram 1","1","749.832875714","762","150","12000","kinrai4","King Rail","0.7337","Cross Creeks","C1","R3","SM4-9",2023-05-23,"163200","2023-05-23 16:32:00","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11056","2","Spectrogram 1","1","951","954","150","12000","leabit","Least Bittern","0.444","Cross Creeks","C1","R3","SM4-9",2023-05-23,"163200","2023-05-23 16:32:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11057","1","Spectrogram 1","1","3186","3189","150","12000","kinrai4","King Rail","0.4756","Cross Creeks","C1","R3","SM4-9",2023-05-23,"173202","2023-05-23 17:32:02","KA",NA,NA,"Frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11058","1","Spectrogram 1","1","105","108","150","12000","kinrai4","King Rail","0.4115","Cross Creeks","C1","R3","SM4-9",2023-05-23,"183202","2023-05-23 18:32:02","KA",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-23,"193202","2023-05-23 19:32:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-23,"203202","2023-05-23 20:32:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
"11061","1","Spectrogram 1","1","1059","1062","150","12000","leabit","Least Bittern","0.4845","Cross Creeks","C1","R3","SM4-9",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11062","2","Spectrogram 1","1","2115","2118","150","12000","leabit","Least Bittern","0.4502","Cross Creeks","C1","R3","SM4-9",2023-05-24,"051800","2023-05-24 05:18:00","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11063","1","Spectrogram 1","1","300","303","150","12000","leabit","Least Bittern","0.4037","Cross Creeks","C1","R3","SM4-9",2023-05-24,"061802","2023-05-24 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11064","2","Spectrogram 1","1","336","339","150","12000","leabit","Least Bittern","0.411","Cross Creeks","C1","R3","SM4-9",2023-05-24,"061802","2023-05-24 06:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11065","1","Spectrogram 1","1","1737","1740","150","12000","leabit","Least Bittern","0.4156","Cross Creeks","C1","R3","SM4-9",2023-05-24,"071802","2023-05-24 07:18:02","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11066","2","Spectrogram 1","1","3414","3434.213777446","150","12000","kinrai4","King Rail","0.701","Cross Creeks","C1","R3","SM4-9",2023-05-24,"071802","2023-05-24 07:18:02","KA",NA,NA,"frog",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"11067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross Creeks","C1","R3","SM4-9",2023-05-24,"081802","2023-05-24 08:18:02","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
