"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Species.Code","Common.Name","Confidence","study_area","site","round","ARU","Date","Time","Date_time","Observer","Detections","Comments","COMMENTS","Detection","NA.","DETECTIONS","CommentsS","Columns","Commnets","Detectoins","FSelection","Delta.Time..s.","Delta.Freq..Hz.","Avg.Power.Density..dB.FS.Hz.","Comments.1","Coments","Comments.1.Spectrogram.1.1.2217.000000000.2220.000000000.150.000.12000.000.leabit.Least.Bittern.0.4385.0.RWBL.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.leabit.Least.Bittern.0.5114.0.RWBL..Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections.Comments","Detections.Comments.1.Spectrogram.1.1.1101.000000000.1104.000000000.150.000.12000.000.pibgre.Pied.billed.Grebe.0.4530.0.FROG.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.y00475.American.Coot.0.5864.0..3.Spectrogram.1.1.900.000000000.903.000000000.150.000.12000.000.leabit.Least.Bittern.0.6202.0...Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections","Detectios","Day","day_standardized","recording_day"
"6790","54","Spectrogram 1","1","1458","1461","150","12000","leabit","Least Bittern","0.559","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6791","55","Spectrogram 1","1","1464","1467","150","12000","leabit","Least Bittern","0.6463","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6792","56","Spectrogram 1","1","1476","1479","150","12000","leabit","Least Bittern","0.5272","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6793","57","Spectrogram 1","1","1479","1482","150","12000","leabit","Least Bittern","0.8713","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6794","58","Spectrogram 1","1","1485","1488","150","12000","leabit","Least Bittern","0.6602","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6795","59","Spectrogram 1","1","1488","1491","150","12000","leabit","Least Bittern","0.9753","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6796","60","Spectrogram 1","1","1500","1503","150","12000","leabit","Least Bittern","0.7402","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6797","61","Spectrogram 1","1","1506","1509","150","12000","leabit","Least Bittern","0.873","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6798","62","Spectrogram 1","1","1512","1515","150","12000","leabit","Least Bittern","0.8067","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6799","63","Spectrogram 1","1","1548","1551","150","12000","leabit","Least Bittern","0.9786","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6800","64","Spectrogram 1","1","1554","1557","150","12000","leabit","Least Bittern","0.9221","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6801","65","Spectrogram 1","1","1563","1566","150","12000","leabit","Least Bittern","0.8649","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6802","66","Spectrogram 1","1","1566","1569","150","12000","leabit","Least Bittern","0.9743","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6803","67","Spectrogram 1","1","1569","1572","150","12000","leabit","Least Bittern","0.5098","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6804","68","Spectrogram 1","1","1572","1575","150","12000","leabit","Least Bittern","0.9511","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6805","69","Spectrogram 1","1","1575","1578","150","12000","leabit","Least Bittern","0.7089","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6806","70","Spectrogram 1","1","1581","1584","150","12000","leabit","Least Bittern","0.4509","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6807","71","Spectrogram 1","1","1590","1593","150","12000","leabit","Least Bittern","0.8621","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6808","72","Spectrogram 1","1","1593","1596","150","12000","leabit","Least Bittern","0.8869","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6809","73","Spectrogram 1","1","1599","1602","150","12000","leabit","Least Bittern","0.9571","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6810","74","Spectrogram 1","1","1602","1605","150","12000","leabit","Least Bittern","0.9397","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6811","75","Spectrogram 1","1","1608","1611","150","12000","leabit","Least Bittern","0.9211","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6812","76","Spectrogram 1","1","1692","1695","150","12000","leabit","Least Bittern","0.457","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6813","77","Spectrogram 1","1","1707","1710","150","12000","leabit","Least Bittern","0.9416","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6814","78","Spectrogram 1","1","1776","1779","150","12000","leabit","Least Bittern","0.6629","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6815","79","Spectrogram 1","1","1779","1782","150","12000","leabit","Least Bittern","0.7014","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6816","80","Spectrogram 1","1","1782","1785","150","12000","leabit","Least Bittern","0.9744","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6817","81","Spectrogram 1","1","1785","1788","150","12000","leabit","Least Bittern","0.9502","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6818","82","Spectrogram 1","1","1788","1791","150","12000","leabit","Least Bittern","0.8573","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6819","83","Spectrogram 1","1","2004","2007","150","12000","leabit","Least Bittern","0.4291","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6820","84","Spectrogram 1","1","2037","2040","150","12000","leabit","Least Bittern","0.6554","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6821","85","Spectrogram 1","1","2040","2043","150","12000","leabit","Least Bittern","0.7318","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6822","86","Spectrogram 1","1","2049","2052","150","12000","leabit","Least Bittern","0.8843","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6823","87","Spectrogram 1","1","2055","2058","150","12000","leabit","Least Bittern","0.9629","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6824","88","Spectrogram 1","1","2058","2061","150","12000","leabit","Least Bittern","0.9546","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6825","89","Spectrogram 1","1","2061","2064","150","12000","leabit","Least Bittern","0.8948","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6826","90","Spectrogram 1","1","2067","2070","150","12000","leabit","Least Bittern","0.6976","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6827","91","Spectrogram 1","1","2070","2073","150","12000","leabit","Least Bittern","0.8939","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6828","92","Spectrogram 1","1","2076","2079","150","12000","leabit","Least Bittern","0.978","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6829","93","Spectrogram 1","1","2082","2085","150","12000","leabit","Least Bittern","0.8385","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6830","94","Spectrogram 1","1","2085","2088","150","12000","leabit","Least Bittern","0.9676","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6831","95","Spectrogram 1","1","2088","2091","150","12000","leabit","Least Bittern","0.8642","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6832","96","Spectrogram 1","1","2091","2094","150","12000","leabit","Least Bittern","0.7186","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6833","97","Spectrogram 1","1","2094","2097","150","12000","leabit","Least Bittern","0.9728","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6834","98","Spectrogram 1","1","2100","2103","150","12000","leabit","Least Bittern","0.9904","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6835","99","Spectrogram 1","1","2103","2106","150","12000","leabit","Least Bittern","0.7692","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6836","100","Spectrogram 1","1","2109","2112","150","12000","leabit","Least Bittern","0.9312","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6837","101","Spectrogram 1","1","2115","2118","150","12000","leabit","Least Bittern","0.9878","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6838","102","Spectrogram 1","1","2121","2124","150","12000","leabit","Least Bittern","0.9294","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6839","103","Spectrogram 1","1","2127","2130","150","12000","leabit","Least Bittern","0.8522","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6840","104","Spectrogram 1","1","2133","2136","150","12000","leabit","Least Bittern","0.9428","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6841","105","Spectrogram 1","1","2139","2142","150","12000","leabit","Least Bittern","0.9854","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6842","106","Spectrogram 1","1","2145","2148","150","12000","leabit","Least Bittern","0.8722","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6843","107","Spectrogram 1","1","2151","2154","150","12000","leabit","Least Bittern","0.9833","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6844","108","Spectrogram 1","1","2154","2157","150","12000","leabit","Least Bittern","0.9558","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6845","109","Spectrogram 1","1","2160","2163","150","12000","leabit","Least Bittern","0.918","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6846","110","Spectrogram 1","1","2163","2166","150","12000","leabit","Least Bittern","0.5868","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6847","111","Spectrogram 1","1","2169","2172","150","12000","leabit","Least Bittern","0.8214","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6848","112","Spectrogram 1","1","2172","2175","150","12000","leabit","Least Bittern","0.5404","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6849","113","Spectrogram 1","1","2178","2181","150","12000","leabit","Least Bittern","0.5835","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6850","114","Spectrogram 1","1","2187","2190","150","12000","leabit","Least Bittern","0.6859","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6851","115","Spectrogram 1","1","2193","2196","150","12000","leabit","Least Bittern","0.7674","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6852","116","Spectrogram 1","1","2232","2235","150","12000","leabit","Least Bittern","0.6125","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6853","117","Spectrogram 1","1","2358","2361","150","12000","leabit","Least Bittern","0.5549","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6854","118","Spectrogram 1","1","2754","2757","150","12000","leabit","Least Bittern","0.7722","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6855","119","Spectrogram 1","1","2757","2760","150","12000","leabit","Least Bittern","0.9667","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6856","120","Spectrogram 1","1","2760","2763","150","12000","leabit","Least Bittern","0.9379","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6857","121","Spectrogram 1","1","2763","2766","150","12000","leabit","Least Bittern","0.9902","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6858","122","Spectrogram 1","1","2769","2772","150","12000","leabit","Least Bittern","0.9765","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6859","123","Spectrogram 1","1","2781","2784","150","12000","leabit","Least Bittern","0.8436","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6860","124","Spectrogram 1","1","2787","2790","150","12000","leabit","Least Bittern","0.6805","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6861","125","Spectrogram 1","1","2790","2793","150","12000","leabit","Least Bittern","0.9961","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6862","126","Spectrogram 1","1","2793","2796","150","12000","leabit","Least Bittern","0.963","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6863","127","Spectrogram 1","1","2799","2802","150","12000","leabit","Least Bittern","0.9967","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6864","128","Spectrogram 1","1","2802","2805","150","12000","leabit","Least Bittern","0.9868","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6865","129","Spectrogram 1","1","2805","2808","150","12000","leabit","Least Bittern","0.8084","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6866","130","Spectrogram 1","1","2808","2811","150","12000","leabit","Least Bittern","0.929","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6867","131","Spectrogram 1","1","2811","2814","150","12000","leabit","Least Bittern","0.9903","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6868","132","Spectrogram 1","1","2817","2820","150","12000","leabit","Least Bittern","0.963","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6869","133","Spectrogram 1","1","2823","2826","150","12000","leabit","Least Bittern","0.9764","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6870","134","Spectrogram 1","1","2826","2829","150","12000","leabit","Least Bittern","0.97","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6871","135","Spectrogram 1","1","2835","2838","150","12000","leabit","Least Bittern","0.4462","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6872","136","Spectrogram 1","1","2844","2847","150","12000","leabit","Least Bittern","0.9859","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6873","137","Spectrogram 1","1","2850","2853","150","12000","leabit","Least Bittern","0.9473","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6874","138","Spectrogram 1","1","2856","2859","150","12000","leabit","Least Bittern","0.9822","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
"6875","139","Spectrogram 1","1","2862","2865","150","12000","leabit","Least Bittern","0.9805","Hiwassee","C2","R2","SM4-7",2023-05-16,"085003","2023-05-16 08:50:03",NA,"1","LEBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
